Jackknife	Sample	MODIFIER	Total_Alleles
71	VG21	69406	91776
71	CE29	72195	95393
71	CA14	64467	89218
71	FC11	21287	95468
71	MM27	66542	91656
71	NF30	69855	90459
71	MI21	34373	95963
71	FU14	65089	91177
71	BB13	67334	87866
71	WB20	28197	94223
72	SH2514	72081	94176
72	NF24	72027	93066
72	WB13	31528	95899
72	CW2212	42238	92520
72	SH2515	72266	93957
72	VR14	40422	93231
72	DN26	32832	93543
72	BU1031	43612	90258
72	VT27	72347	94582
72	CW2214	48805	95696
72	BU04	45197	92522
72	GC30	65680	90320
72	DL2524	70587	90512
72	VT29	68041	88951
72	DL23523	73178	93640
72	PZ29	35803	95672
72	LI04	20718	94555
72	WE2430	36161	95980
72	WS04	73381	94393
72	WE2431	36440	95208
72	WS05	72795	93332
72	BB10	68082	89167
72	VG21	69758	92305
72	CE29	72572	95931
72	CA14	64793	89729
72	FC11	21367	96013
72	MM27	66942	92180
72	NF30	70281	90954
72	MI21	34558	96507
72	FU14	65460	91699
72	BB13	67692	88378
72	WB20	28298	94766
73	SH2514	71773	93747
73	NF24	71689	92622
73	WB13	31372	95435
73	CW2212	41984	92093
73	SH2515	71956	93518
73	VR14	40097	92785
73	DN26	32542	93103
73	BU1031	43307	89834
73	VT27	72024	94131
73	CW2214	48473	95232
73	BU04	44889	92098
73	GC30	65338	89877
73	DL2524	70252	90096
73	VT29	67714	88545
73	DL23523	72843	93215
73	PZ29	35563	95195
73	LI04	20570	94101
73	WE2430	35903	95520
73	WS04	73062	93944
73	WE2431	36206	94763
73	WS05	72505	92900
73	BB10	67815	88737
73	VG21	69460	91860
73	CE29	72253	95479
73	CA14	64482	89317
73	FC11	21199	95550
73	MM27	66624	91735
73	NF30	69956	90531
73	MI21	34350	96058
73	FU14	65154	91264
73	BB13	67421	87964
73	WB20	28158	94330
74	SH2514	71731	93678
74	NF24	71641	92565
74	WB13	31363	95393
74	CW2212	42002	92028
74	SH2515	71924	93446
74	VR14	40145	92749
74	DN26	32532	93051
74	BU1031	43353	89774
74	VT27	71970	94074
74	CW2214	48467	95178
74	BU04	44942	92041
74	GC30	65334	89827
74	DL2524	70228	90019
74	VT29	67720	88490
74	DL23523	72828	93143
74	PZ29	35576	95158
74	LI04	20596	94055
74	WE2430	36002	95467
74	WS04	73035	93886
74	WE2431	36254	94708
74	WS05	72457	92836
74	BB10	67729	88682
74	VG21	69406	91801
74	CE29	72178	95420
74	CA14	64480	89241
74	FC11	21267	95494
74	MM27	66601	91692
74	NF30	69879	90459
74	MI21	34352	95991
74	FU14	65108	91197
74	BB13	67410	87905
74	WB20	28151	94236
75	SH2514	71662	93620
75	NF24	71610	92511
75	WB13	31390	95341
75	CW2212	41968	91985
75	SH2515	71849	93395
75	VR14	40138	92690
75	DN26	32567	92995
75	BU1031	43355	89736
75	VT27	71954	94023
75	CW2214	48511	95129
75	BU04	44918	91983
75	GC30	65274	89756
75	DL2524	70174	89982
75	VT29	67629	88429
75	DL23523	72715	93092
75	PZ29	35582	95103
75	LI04	20600	94000
75	WE2430	35979	95427
75	WS04	72950	93821
75	WE2431	36266	94651
75	WS05	72346	92795
75	BB10	67694	88635
75	VG21	69348	91754
75	CE29	72136	95375
75	CA14	64427	89202
75	FC11	21278	95466
75	MM27	66554	91634
75	NF30	69868	90427
75	MI21	34336	95945
75	FU14	65070	91152
75	BB13	67307	87856
75	WB20	28174	94194
76	SH2514	71616	93600
76	NF24	71585	92480
76	WB13	31375	95324
76	CW2212	41941	91957
76	SH2515	71821	93377
76	VR14	40200	92662
76	DN26	32585	92965
76	BU1031	43369	89702
76	VT27	71911	94013
76	CW2214	48530	95109
76	BU04	44905	91950
76	GC30	65245	89736
76	DL2524	70135	89956
76	VT29	67611	88387
76	DL23523	72729	93081
76	PZ29	35638	95087
76	LI04	20622	93985
76	WE2430	36020	95390
76	WS04	72946	93813
76	WE2431	36280	94629
76	WS05	72351	92761
76	BB10	67671	88597
76	VG21	69343	91754
76	CE29	72143	95342
76	CA14	64409	89172
76	FC11	21258	95427
76	MM27	66521	91613
76	NF30	69841	90401
76	MI21	34371	95922
76	FU14	65051	91129
76	BB13	67283	87833
76	WB20	28196	94183
77	SH2514	71693	93665
77	NF24	71565	92525
77	WB13	31365	95377
77	CW2212	41977	92019
77	SH2515	71856	93435
77	VR14	40230	92726
77	DN26	32634	93032
77	BU1031	43369	89771
77	VT27	71898	94057
77	CW2214	48518	95157
77	BU04	44922	92013
77	GC30	65231	89800
77	DL2524	70174	90004
77	VT29	67614	88462
77	DL23523	72678	93125
77	PZ29	35591	95132
77	LI04	20594	94024
77	WE2430	35947	95435
77	WS04	72957	93863
77	WE2431	36237	94673
77	WS05	72392	92814
77	BB10	67682	88652
77	VG21	69348	91773
77	CE29	72126	95398
77	CA14	64433	89247
77	FC11	21230	95464
77	MM27	66553	91666
77	NF30	69843	90464
77	MI21	34323	95971
77	FU14	65065	91184
77	BB13	67295	87884
77	WB20	28146	94223
78	SH2514	72301	94446
78	NF24	72219	93310
78	WB13	31633	96170
78	CW2212	42365	92796
78	SH2515	72494	94215
78	VR14	40506	93492
78	DN26	32904	93809
78	BU1031	43748	90513
78	VT27	72537	94842
78	CW2214	48902	95955
78	BU04	45333	92789
78	GC30	65842	90551
78	DL2524	70784	90754
78	VT29	68244	89209
78	DL23523	73392	93906
78	PZ29	35913	95929
78	LI04	20773	94819
78	WE2430	36292	96247
78	WS04	73588	94648
78	WE2431	36562	95475
78	WS05	73015	93596
78	BB10	68281	89403
78	VG21	69954	92555
78	CE29	72779	96197
78	CA14	64999	89977
78	FC11	21431	96283
78	MM27	67136	92433
78	NF30	70474	91210
78	MI21	34676	96772
78	FU14	65664	91950
78	BB13	67895	88623
78	WB20	28386	95022
79	SH2514	71758	93750
79	NF24	71683	92615
79	WB13	31307	95447
79	CW2212	42048	92081
79	SH2515	71959	93520
79	VR14	40189	92794
79	DN26	32556	93114
79	BU1031	43389	89839
79	VT27	71988	94131
79	CW2214	48563	95244
79	BU04	44963	92087
79	GC30	65374	89890
79	DL2524	70234	90068
79	VT29	67671	88526
79	DL23523	72804	93192
79	PZ29	35541	95207
79	LI04	20606	94103
79	WE2430	35973	95527
79	WS04	73036	93945
79	WE2431	36235	94754
79	WS05	72457	92887
79	BB10	67781	88733
79	VG21	69420	91852
79	CE29	72252	95472
79	CA14	64510	89309
79	FC11	21254	95557
79	MM27	66595	91742
79	NF30	69936	90517
79	MI21	34357	96048
79	FU14	65169	91275
79	BB13	67353	87963
79	WB20	28119	94300
80	SH2514	71614	93569
80	NF24	71552	92451
80	WB13	31394	95284
80	CW2212	41991	91921
80	SH2515	71842	93342
80	VR14	40179	92627
80	DN26	32675	92937
80	BU1031	43369	89676
80	VT27	71879	93969
80	CW2214	48480	95059
80	BU04	44923	91935
80	GC30	65288	89717
80	DL2524	70132	89920
80	VT29	67626	88367
80	DL23523	72656	93037
80	PZ29	35593	95042
80	LI04	20610	93944
80	WE2430	35981	95360
80	WS04	72907	93785
80	WE2431	36252	94593
80	WS05	72326	92725
80	BB10	67666	88584
80	VG21	69335	91709
80	CE29	72103	95301
80	CA14	64404	89137
80	FC11	21270	95399
80	MM27	66524	91565
80	NF30	69834	90369
80	MI21	34362	95887
80	FU14	65059	91081
80	BB13	67284	87809
80	WB20	28174	94138
81	SH2514	71702	93641
81	NF24	71657	92515
81	WB13	31397	95353
81	CW2212	41976	91988
81	SH2515	71945	93394
81	VR14	40165	92705
81	DN26	32715	93006
81	BU1031	43358	89735
81	VT27	71926	94008
81	CW2214	48491	95149
81	BU04	44942	91986
81	GC30	65301	89765
81	DL2524	70247	89984
81	VT29	67656	88414
81	DL23523	72836	93094
81	PZ29	35621	95122
81	LI04	20611	94008
81	WE2430	36018	95429
81	WS04	72998	93826
81	WE2431	36229	94659
81	WS05	72407	92784
81	BB10	67750	88617
81	VG21	69419	91765
81	CE29	72210	95367
81	CA14	64481	89203
81	FC11	21299	95468
81	MM27	66576	91623
81	NF30	69890	90439
81	MI21	34395	95955
81	FU14	65129	91146
81	BB13	67330	87862
81	WB20	28162	94207
82	SH2514	71717	93698
82	NF24	71645	92583
82	WB13	31390	95410
82	CW2212	42031	92044
82	SH2515	71899	93476
82	VR14	40187	92755
82	DN26	32634	93070
82	BU1031	43376	89768
82	VT27	71964	94104
82	CW2214	48528	95202
82	BU04	44965	92045
82	GC30	65301	89830
82	DL2524	70231	90019
82	VT29	67692	88519
82	DL23523	72837	93169
82	PZ29	35639	95173
82	LI04	20615	94073
82	WE2430	36004	95473
82	WS04	73006	93893
82	WE2431	36300	94720
82	WS05	72423	92842
82	BB10	67719	88696
82	VG21	69406	91837
82	CE29	72204	95440
82	CA14	64455	89266
82	FC11	21239	95518
82	MM27	66624	91708
82	NF30	69915	90501
82	MI21	34392	96004
82	FU14	65089	91225
82	BB13	67351	87935
82	WB20	28139	94261
83	SH2514	72081	94158
83	NF24	71987	93032
83	WB13	31506	95887
83	CW2212	42232	92513
83	SH2515	72260	93919
83	VR14	40381	93215
83	DN26	32718	93525
83	BU1031	43611	90243
83	VT27	72337	94558
83	CW2214	48769	95668
83	BU04	45188	92512
83	GC30	65673	90278
83	DL2524	70576	90485
83	VT29	68039	88935
83	DL23523	73163	93625
83	PZ29	35774	95639
83	LI04	20700	94539
83	WE2430	36143	95957
83	WS04	73383	94361
83	WE2431	36431	95193
83	WS05	72787	93305
83	BB10	68066	89124
83	VG21	69753	92281
83	CE29	72579	95912
83	CA14	64800	89698
83	FC11	21371	96003
83	MM27	66943	92157
83	NF30	70273	90952
83	MI21	34553	96489
83	FU14	65457	91665
83	BB13	67711	88375
83	WB20	28292	94744
84	SH2514	71860	93840
84	NF24	71796	92758
84	WB13	31390	95564
84	CW2212	42039	92212
84	SH2515	72056	93618
84	VR14	40262	92924
84	DN26	32652	93229
84	BU1031	43423	89959
84	VT27	72139	94257
84	CW2214	48521	95346
84	BU04	45003	92213
84	GC30	65438	89984
84	DL2524	70357	90190
84	VT29	67880	88662
84	DL23523	72941	93322
84	PZ29	35675	95334
84	LI04	20640	94238
84	WE2430	35960	95634
84	WS04	73140	94056
84	WE2431	36277	94866
84	WS05	72559	93013
84	BB10	67892	88848
84	VG21	69543	91983
84	CE29	72342	95594
84	CA14	64576	89427
84	FC11	21291	95684
84	MM27	66729	91854
84	NF30	70023	90648
84	MI21	34414	96175
84	FU14	65293	91374
84	BB13	67501	88067
84	WB20	28249	94438
85	SH2514	71675	93617
85	NF24	71625	92506
85	WB13	31337	95329
85	CW2212	41980	91983
85	SH2515	71867	93388
85	VR14	40175	92689
85	DN26	32632	92998
85	BU1031	43379	89720
85	VT27	71945	94018
85	CW2214	48520	95127
85	BU04	44942	91986
85	GC30	65287	89766
85	DL2524	70199	89965
85	VT29	67660	88410
85	DL23523	72766	93113
85	PZ29	35638	95103
85	LI04	20589	94002
85	WE2430	36008	95418
85	WS04	72985	93828
85	WE2431	36291	94652
85	WS05	72412	92788
85	BB10	67735	88627
85	VG21	69370	91751
85	CE29	72167	95371
85	CA14	64479	89198
85	FC11	21245	95455
85	MM27	66592	91625
85	NF30	69916	90428
85	MI21	34400	95942
85	FU14	65105	91152
85	BB13	67382	87865
85	WB20	28184	94212
86	SH2514	71665	93619
86	NF24	71594	92506
86	WB13	31325	95338
86	CW2212	41999	91987
86	SH2515	71796	93408
86	VR14	40108	92679
86	DN26	32608	92979
86	BU1031	43325	89714
86	VT27	71924	94015
86	CW2214	48446	95123
86	BU04	44896	91975
86	GC30	65283	89771
86	DL2524	70147	89982
86	VT29	67666	88428
86	DL23523	72717	93104
86	PZ29	35610	95107
86	LI04	20582	93994
86	WE2430	35907	95413
86	WS04	72931	93836
86	WE2431	36274	94649
86	WS05	72331	92773
86	BB10	67645	88626
86	VG21	69366	91753
86	CE29	72119	95359
86	CA14	64451	89194
86	FC11	21244	95452
86	MM27	66552	91629
86	NF30	69848	90408
86	MI21	34349	95933
86	FU14	65078	91149
86	BB13	67274	87874
86	WB20	28137	94203
87	SH2514	71732	93675
87	NF24	71623	92547
87	WB13	31324	95398
87	CW2212	41960	92050
87	SH2515	71932	93460
87	VR14	40167	92742
87	DN26	32571	93059
87	BU1031	43292	89786
87	VT27	71916	94083
87	CW2214	48481	95188
87	BU04	44886	92041
87	GC30	65349	89834
87	DL2524	70187	90015
87	VT29	67644	88478
87	DL23523	72763	93148
87	PZ29	35595	95173
87	LI04	20612	94055
87	WE2430	35926	95476
87	WS04	73001	93896
87	WE2431	36247	94709
87	WS05	72401	92847
87	BB10	67772	88712
87	VG21	69404	91805
87	CE29	72160	95421
87	CA14	64457	89254
87	FC11	21240	95514
87	MM27	66597	91700
87	NF30	69912	90485
87	MI21	34332	95996
87	FU14	65124	91207
87	BB13	67345	87907
87	WB20	28115	94262
88	SH2514	72300	94441
88	NF24	72200	93310
88	WB13	31612	96162
88	CW2212	42333	92776
88	SH2515	72489	94209
88	VR14	40535	93499
88	DN26	32865	93806
88	BU1031	43708	90514
88	VT27	72554	94833
88	CW2214	48895	95950
88	BU04	45297	92777
88	GC30	65838	90550
88	DL2524	70788	90755
88	VT29	68230	89189
88	DL23523	73362	93905
88	PZ29	35902	95932
88	LI04	20783	94820
88	WE2430	36248	96240
88	WS04	73593	94646
88	WE2431	36552	95471
88	WS05	72993	93589
88	BB10	68287	89404
88	VG21	69958	92551
88	CE29	72770	96189
88	CA14	64992	89972
88	FC11	21439	96282
88	MM27	67118	92427
88	NF30	70471	91208
88	MI21	34641	96773
88	FU14	65639	91942
88	BB13	67885	88616
88	WB20	28428	95020
89	SH2514	71816	93870
89	NF24	71768	92771
89	WB13	31423	95591
89	CW2212	42076	92241
89	SH2515	72015	93651
89	VR14	40236	92938
89	DN26	32652	93250
89	BU1031	43456	89960
89	VT27	72082	94282
89	CW2214	48614	95389
89	BU04	45041	92235
89	GC30	65419	90010
89	DL2524	70324	90226
89	VT29	67791	88661
89	DL23523	72922	93343
89	PZ29	35680	95367
89	LI04	20639	94259
89	WE2430	36080	95671
89	WS04	73137	94079
89	WE2431	36332	94918
89	WS05	72533	93044
89	BB10	67841	88863
89	VG21	69490	92001
89	CE29	72290	95622
89	CA14	64558	89433
89	FC11	21285	95699
89	MM27	66683	91878
89	NF30	70021	90669
89	MI21	34411	96192
89	FU14	65222	91399
89	BB13	67450	88096
89	WB20	28204	94470
90	SH2514	71656	93620
90	NF24	71616	92513
90	WB13	31352	95341
90	CW2212	41972	91976
90	SH2515	71850	93387
90	VR14	40168	92673
90	DN26	32606	92982
90	BU1031	43332	89713
90	VT27	71933	94016
90	CW2214	48488	95121
90	BU04	44903	91968
90	GC30	65290	89759
90	DL2524	70187	89954
90	VT29	67670	88432
90	DL23523	72780	93093
90	PZ29	35572	95105
90	LI04	20577	93982
90	WE2430	35960	95408
90	WS04	72980	93838
90	WE2431	36268	94640
90	WS05	72397	92787
90	BB10	67715	88626
90	VG21	69407	91756
90	CE29	72179	95365
90	CA14	64446	89195
90	FC11	21247	95450
90	MM27	66571	91635
90	NF30	69899	90433
90	MI21	34344	95926
90	FU14	65070	91159
90	BB13	67338	87866
90	WB20	28125	94206
91	SH2514	71667	93660
91	NF24	71586	92538
91	WB13	31352	95377
91	CW2212	41950	92024
91	SH2515	71864	93431
91	VR14	40125	92730
91	DN26	32546	93036
91	BU1031	43312	89777
91	VT27	71966	94050
91	CW2214	48435	95173
91	BU04	44834	92012
91	GC30	65289	89791
91	DL2524	70189	90013
91	VT29	67710	88462
91	DL23523	72752	93124
91	PZ29	35493	95140
91	LI04	20550	94036
91	WE2430	35909	95456
91	WS04	73001	93866
91	WE2431	36241	94694
91	WS05	72403	92817
91	BB10	67698	88642
91	VG21	69302	91771
91	CE29	72165	95403
91	CA14	64446	89226
91	FC11	21199	95487
91	MM27	66563	91670
91	NF30	69862	90459
91	MI21	34295	95979
91	FU14	65077	91179
91	BB13	67338	87892
91	WB20	28134	94251
92	SH2514	71824	93863
92	NF24	71737	92728
92	WB13	31414	95582
92	CW2212	42046	92207
92	SH2515	72010	93621
92	VR14	40277	92927
92	DN26	32660	93243
92	BU1031	43433	89962
92	VT27	72065	94249
92	CW2214	48434	95343
92	BU04	45013	92212
92	GC30	65406	89990
92	DL2524	70296	90188
92	VT29	67757	88648
92	DL23523	72914	93319
92	PZ29	35657	95327
92	LI04	20630	94242
92	WE2430	36072	95646
92	WS04	73114	94058
92	WE2431	36343	94880
92	WS05	72522	93014
92	BB10	67837	88831
92	VG21	69511	91986
92	CE29	72315	95598
92	CA14	64549	89400
92	FC11	21276	95681
92	MM27	66668	91859
92	NF30	70005	90656
92	MI21	34458	96169
92	FU14	65156	91368
92	BB13	67465	88061
92	WB20	28182	94439
93	SH2514	71739	93700
93	NF24	71642	92588
93	WB13	31369	95423
93	CW2212	42008	92075
93	SH2515	71939	93475
93	VR14	40178	92779
93	DN26	32552	93084
93	BU1031	43321	89822
93	VT27	72001	94095
93	CW2214	48376	95210
93	BU04	44902	92075
93	GC30	65346	89852
93	DL2524	70264	90051
93	VT29	67731	88515
93	DL23523	72825	93168
93	PZ29	35599	95190
93	LI04	20572	94097
93	WE2430	35952	95491
93	WS04	73066	93921
93	WE2431	36249	94729
93	WS05	72471	92851
93	BB10	67774	88705
93	VG21	69429	91815
93	CE29	72199	95452
93	CA14	64509	89281
93	FC11	21247	95535
93	MM27	66609	91711
93	NF30	69910	90496
93	MI21	34361	96014
93	FU14	65121	91219
93	BB13	67389	87935
93	WB20	28108	94293
94	SH2514	71650	93633
94	NF24	71543	92520
94	WB13	31406	95344
94	CW2212	42006	92001
94	SH2515	71818	93391
94	VR14	40180	92711
94	DN26	32622	92998
94	BU1031	43365	89751
94	VT27	71889	94029
94	CW2214	48377	95124
94	BU04	44929	91985
94	GC30	65290	89776
94	DL2524	70168	89974
94	VT29	67633	88439
94	DL23523	72710	93091
94	PZ29	35591	95102
94	LI04	20585	94005
94	WE2430	35925	95419
94	WS04	72931	93826
94	WE2431	36245	94658
94	WS05	72335	92778
94	BB10	67668	88625
94	VG21	69339	91747
94	CE29	72160	95371
94	CA14	64407	89211
94	FC11	21232	95456
94	MM27	66572	91637
94	NF30	69812	90438
94	MI21	34335	95945
94	FU14	65031	91156
94	BB13	67273	87846
94	WB20	28132	94207
95	SH2514	71654	93604
95	NF24	71549	92488
95	WB13	31390	95317
95	CW2212	41983	91951
95	SH2515	71809	93377
95	VR14	40168	92671
95	DN26	32495	92973
95	BU1031	43335	89696
95	VT27	71846	94002
95	CW2214	48520	95102
95	BU04	44887	91952
95	GC30	65241	89757
95	DL2524	70180	89946
95	VT29	67609	88381
95	DL23523	72724	93063
95	PZ29	35542	95089
95	LI04	20587	93967
95	WE2430	35889	95383
95	WS04	72875	93800
95	WE2431	36218	94628
95	WS05	72303	92760
95	BB10	67661	88596
95	VG21	69345	91727
95	CE29	72120	95345
95	CA14	64403	89171
95	FC11	21259	95420
95	MM27	66520	91612
95	NF30	69833	90394
95	MI21	34337	95904
95	FU14	65025	91117
95	BB13	67273	87830
95	WB20	28101	94161
96	SH2514	71811	93762
96	NF24	71706	92636
96	WB13	31400	95476
96	CW2212	42032	92122
96	SH2515	71994	93535
96	VR14	40222	92827
96	DN26	32516	93133
96	BU1031	43407	89853
96	VT27	72050	94149
96	CW2214	48552	95266
96	BU04	44971	92102
96	GC30	65396	89904
96	DL2524	70276	90100
96	VT29	67798	88558
96	DL23523	72871	93228
96	PZ29	35649	95236
96	LI04	20613	94131
96	WE2430	35968	95542
96	WS04	73083	93955
96	WE2431	36326	94783
96	WS05	72509	92915
96	BB10	67804	88732
96	VG21	69446	91873
96	CE29	72265	95502
96	CA14	64581	89327
96	FC11	21260	95587
96	MM27	66679	91755
96	NF30	70021	90542
96	MI21	34414	96073
96	FU14	65214	91283
96	BB13	67382	87970
96	WB20	28141	94332
97	SH2514	71677	93582
97	NF24	71663	92486
97	WB13	31271	95306
97	CW2212	41978	91938
97	SH2515	71875	93369
97	VR14	40150	92684
97	DN26	32542	92975
97	BU1031	43273	89707
97	VT27	71948	93990
97	CW2214	48524	95107
97	BU04	44851	91956
97	GC30	65300	89736
97	DL2524	70220	89941
97	VT29	67686	88415
97	DL23523	72773	93067
97	PZ29	35579	95080
97	LI04	20576	93975
97	WE2430	35908	95383
97	WS04	73021	93815
97	WE2431	36198	94620
97	WS05	72420	92748
97	BB10	67706	88593
97	VG21	69384	91740
97	CE29	72197	95344
97	CA14	64454	89189
97	FC11	21225	95426
97	MM27	66579	91598
97	NF30	69918	90393
97	MI21	34354	95907
97	FU14	65108	91121
97	BB13	67370	87836
97	WB20	28123	94174
98	SH2514	71552	93526
98	NF24	71516	92395
98	WB13	31287	95209
98	CW2212	41927	91862
98	SH2515	71766	93283
98	VR14	40144	92583
98	DN26	32614	92892
98	BU1031	43244	89610
98	VT27	71846	93905
98	CW2214	48468	95006
98	BU04	44836	91858
98	GC30	65198	89660
98	DL2524	70072	89872
98	VT29	67553	88335
98	DL23523	72640	92979
98	PZ29	35503	94986
98	LI04	20574	93880
98	WE2430	35964	95289
98	WS04	72882	93716
98	WE2431	36195	94536
98	WS05	72306	92672
98	BB10	67636	88537
98	VG21	69254	91634
98	CE29	72042	95257
98	CA14	64341	89085
98	FC11	21190	95335
98	MM27	66466	91508
98	NF30	69785	90306
98	MI21	34320	95811
98	FU14	64997	91034
98	BB13	67232	87744
98	WB20	28096	94078
99	SH2514	71645	93643
99	NF24	71612	92533
99	WB13	31293	95363
99	CW2212	41992	91992
99	SH2515	71838	93404
99	VR14	40191	92711
99	DN26	32620	93023
99	BU1031	43329	89758
99	VT27	71959	94042
99	CW2214	48526	95157
99	BU04	44891	92001
99	GC30	65305	89799
99	DL2524	70155	89995
99	VT29	67645	88462
99	DL23523	72741	93112
99	PZ29	35626	95125
99	LI04	20571	94030
99	WE2430	35993	95431
99	WS04	72946	93856
99	WE2431	36223	94671
99	WS05	72355	92808
99	BB10	67663	88645
99	VG21	69336	91773
99	CE29	72128	95400
99	CA14	64482	89229
99	FC11	21209	95484
99	MM27	66545	91665
99	NF30	69860	90447
99	MI21	34375	95974
99	FU14	65075	91191
99	BB13	67286	87869
99	WB20	28143	94227
100	SH2514	72316	94495
100	NF24	72251	93364
100	WB13	31624	96224
100	CW2212	42360	92840
100	SH2515	72499	94261
100	VR14	40536	93554
100	DN26	32900	93864
100	BU1031	43754	90567
100	VT27	72603	94896
100	CW2214	48905	96009
100	BU04	45338	92842
100	GC30	65868	90611
100	DL2524	70814	90815
100	VT29	68268	89247
100	DL23523	73396	93962
100	PZ29	35925	95984
100	LI04	20785	94874
100	WE2430	36320	96304
100	WS04	73622	94700
100	WE2431	36567	95528
100	WS05	73020	93646
100	BB10	68296	89447
100	VG21	69993	92602
100	CE29	72801	96247
100	CA14	65037	90025
100	FC11	21437	96338
100	MM27	67161	92481
100	NF30	70480	91261
100	MI21	34686	96833
100	FU14	65679	91999
100	BB13	67918	88674
100	WB20	28411	95084
101	SH2514	71758	93770
101	NF24	71674	92661
101	WB13	31400	95510
101	CW2212	42034	92166
101	SH2515	71974	93560
101	VR14	40180	92858
101	DN26	32620	93171
101	BU1031	43372	89898
101	VT27	72030	94190
101	CW2214	48428	95287
101	BU04	44954	92141
101	GC30	65368	89942
101	DL2524	70258	90137
101	VT29	67760	88594
101	DL23523	72870	93245
101	PZ29	35601	95271
101	LI04	20608	94151
101	WE2430	35935	95577
101	WS04	73084	93994
101	WE2431	36249	94814
101	WS05	72487	92934
101	BB10	67760	88753
101	VG21	69452	91905
101	CE29	72218	95512
101	CA14	64512	89348
101	FC11	21261	95607
101	MM27	66644	91782
101	NF30	69932	90567
101	MI21	34391	96107
101	FU14	65175	91312
101	BB13	67391	87999
101	WB20	28180	94373
102	SH2514	71622	93605
102	NF24	71545	92486
102	WB13	31416	95334
102	CW2212	41984	91987
102	SH2515	71832	93378
102	VR14	40120	92685
102	DN26	32543	93000
102	BU1031	43343	89736
102	VT27	71906	94008
102	CW2214	48314	95105
102	BU04	44890	91974
102	GC30	65260	89753
102	DL2524	70104	89940
102	VT29	67655	88406
102	DL23523	72713	93078
102	PZ29	35582	95091
102	LI04	20604	94001
102	WE2430	35981	95400
102	WS04	72891	93812
102	WE2431	36254	94632
102	WS05	72326	92763
102	BB10	67661	88606
102	VG21	69353	91729
102	CE29	72131	95349
102	CA14	64409	89176
102	FC11	21264	95436
102	MM27	66509	91615
102	NF30	69825	90404
102	MI21	34326	95930
102	FU14	65068	91148
102	BB13	67300	87826
102	WB20	28107	94194
103	SH2514	71788	93774
103	NF24	71721	92656
103	WB13	31408	95498
103	CW2212	42008	92135
103	SH2515	72011	93549
103	VR14	40175	92833
103	DN26	32588	93153
103	BU1031	43419	89893
103	VT27	72080	94188
103	CW2214	48442	95275
103	BU04	44992	92138
103	GC30	65406	89926
103	DL2524	70312	90126
103	VT29	67772	88575
103	DL23523	72870	93229
103	PZ29	35600	95251
103	LI04	20578	94159
103	WE2430	35973	95558
103	WS04	73106	93980
103	WE2431	36346	94805
103	WS05	72516	92925
103	BB10	67815	88753
103	VG21	69450	91902
103	CE29	72297	95521
103	CA14	64548	89343
103	FC11	21251	95604
103	MM27	66687	91780
103	NF30	69983	90562
103	MI21	34408	96098
103	FU14	65208	91295
103	BB13	67440	87995
103	WB20	28138	94356
104	SH2514	72416	94619
104	NF24	72339	93492
104	WB13	31685	96355
104	CW2212	42436	92966
104	SH2515	72604	94390
104	VR14	40593	93678
104	DN26	32943	93988
104	BU1031	43818	90688
104	VT27	72680	95023
104	CW2214	48988	96140
104	BU04	45405	92961
104	GC30	65959	90726
104	DL2524	70908	90931
104	VT29	68358	89374
104	DL23523	73505	94084
104	PZ29	35974	96116
104	LI04	20812	95001
104	WE2430	36352	96431
104	WS04	73725	94828
104	WE2431	36640	95659
104	WS05	73127	93772
104	BB10	68396	89571
104	VG21	70082	92730
104	CE29	72907	96382
104	CA14	65105	90149
104	FC11	21476	96468
104	MM27	67246	92605
104	NF30	70594	91388
104	MI21	34738	96962
104	FU14	65762	92122
104	BB13	68018	88797
104	WB20	28455	95207
105	SH2514	71740	93723
105	NF24	71623	92611
105	WB13	31346	95435
105	CW2212	42007	92083
105	SH2515	71896	93498
105	VR14	40208	92790
105	DN26	32666	93104
105	BU1031	43414	89831
105	VT27	72034	94139
105	CW2214	48582	95233
105	BU04	44997	92082
105	GC30	65347	89872
105	DL2524	70218	90070
105	VT29	67735	88531
105	DL23523	72787	93192
105	PZ29	35642	95205
105	LI04	20607	94094
105	WE2430	35993	95521
105	WS04	73005	93935
105	WE2431	36302	94750
105	WS05	72405	92883
105	BB10	67717	88727
105	VG21	69425	91851
105	CE29	72215	95467
105	CA14	64491	89303
105	FC11	21283	95549
105	MM27	66611	91718
105	NF30	69885	90533
105	MI21	34420	96043
105	FU14	65140	91257
105	BB13	67338	87953
105	WB20	28148	94302
106	SH2514	71650	93609
106	NF24	71565	92489
106	WB13	31312	95309
106	CW2212	41953	91962
106	SH2515	71827	93374
106	VR14	40168	92664
106	DN26	32542	92961
106	BU1031	43356	89702
106	VT27	71925	94006
106	CW2214	48454	95109
106	BU04	44936	91962
106	GC30	65235	89746
106	DL2524	70152	89985
106	VT29	67588	88426
106	DL23523	72693	93084
106	PZ29	35605	95084
106	LI04	20604	93969
106	WE2430	35968	95398
106	WS04	72949	93803
106	WE2431	36228	94629
106	WS05	72340	92764
106	BB10	67644	88629
106	VG21	69357	91729
106	CE29	72094	95343
106	CA14	64398	89173
106	FC11	21264	95423
106	MM27	66521	91616
106	NF30	69825	90417
106	MI21	34411	95918
106	FU14	65095	91138
106	BB13	67269	87832
106	WB20	28195	94183
107	SH2514	71764	93778
107	NF24	71691	92666
107	WB13	31407	95503
107	CW2212	42093	92144
107	SH2515	71974	93566
